Credit_Score,Total_Assets,Total_Liabilities,Age,Net_Worth,Years_of_Investing,Number_of_Dependents,Risk_Tolerance_High,Income_Level_High,Time_Horizon_Short-term,Investment_Strategy
662,4954965.416705065,2018955.89866946,59,2936009.5180356055,21,3,True,False,False,1
787,4826812.780374718,2037548.7587077983,60,2789264.02166692,24,3,False,False,True,2
736,4993478.677228602,2126317.7864694996,49,2867160.890759102,25,3,True,False,False,0
755,5052829.793417318,2001472.4068878705,19,3051357.3865294475,26,4,False,False,False,1
652,5175645.374657372,1939623.9679628315,19,3236021.4066945408,11,4,False,True,False,1
685,5037698.1681223,1850232.6609632035,57,3187465.507159096,13,3,True,False,False,1
611,4935048.91770517,1987662.905815112,59,2947386.011890058,1,4,False,True,False,1
681,5048557.983435043,2040110.0404495422,53,3008447.942985501,21,1,True,False,False,0
718,5037424.480697269,1941450.8525015337,56,3095973.6281957347,0,4,True,False,False,1
681,5040691.208132354,1908796.2309137245,29,3131894.977218629,14,4,False,False,False,1
751,5021029.012499485,2038024.484666201,64,2983004.527833284,35,0,True,True,True,4
746,5007815.5655780975,2091734.1901842437,36,2916081.3753938535,6,4,False,False,True,2
749,4829608.706635592,2099591.208226308,45,2730017.4984092833,7,0,False,False,False,1
723,4866706.01137479,2150630.3746545203,18,2716075.63672027,24,2,False,False,True,2
610,4935609.554700795,2072014.438608021,32,2863595.1160927736,18,3,False,False,False,1
755,4906737.491812551,1842134.7313092372,53,3064602.7605033144,11,2,False,False,True,1
677,4955007.454234513,1947964.1125051766,30,3007043.341729337,20,4,False,True,False,1
690,5033594.550403095,1997506.6870198033,60,3036087.8633832913,39,4,True,True,False,0
736,4781797.67793185,2126698.8565817117,38,2655098.821350138,18,3,False,False,False,1
692,4930556.757012594,2051412.9372353256,29,2879143.819777268,32,4,False,True,True,2
706,5037222.648551236,1887562.3473266666,22,3149660.3012245693,5,2,True,True,True,1
678,5167280.478122628,1999195.7807186646,24,3168084.6974039637,10,0,True,False,True,1
789,5182800.172804564,1943781.2006083399,22,3239018.972196224,38,3,False,True,True,4
721,4879441.049505874,1955963.1617408528,65,2923477.887765021,30,3,True,False,False,1
642,4725381.6406622715,2020041.0692852314,21,2705340.57137704,26,3,False,False,False,1
706,4862096.684644328,1951047.577928552,30,2911049.1067157765,26,0,False,False,False,1
713,4709783.945561998,1807690.0005552596,54,2902093.945006738,8,2,False,True,False,1
554,4731401.8962315135,2193166.848738353,58,2538235.0474931607,28,1,False,False,False,1
713,5219055.987857923,1936641.752612086,32,3282414.235245837,20,2,False,True,True,1
688,5090522.048094836,1912167.3157405152,33,3178354.7323543206,32,2,False,False,False,1
772,4886269.462867053,2108926.492135922,38,2777342.9707311313,29,3,False,False,False,1
739,4781557.412733583,2096471.4466760487,53,2685085.9660575343,15,0,False,False,False,1
735,4935744.467382626,1981208.8133499848,41,2954535.654032641,32,0,True,False,True,0
691,5037016.746049437,2036184.7192939743,33,3000832.0267554624,0,1,True,False,False,1
641,5131259.261624057,2045092.5644855346,31,3086166.6971385223,26,0,False,True,False,1
741,4919011.478068956,1966122.696140201,39,2952888.7819287553,28,3,False,False,False,1
673,5003298.570169993,2030412.232201364,66,2972886.337968629,28,1,True,True,False,0
669,5020217.65775805,1850601.0864372374,67,3169616.571320812,36,4,False,False,False,1
647,4895235.235528103,1816273.2621943522,23,3078961.973333751,31,3,True,True,True,1
645,5192108.823627778,1952632.592178155,59,3239476.2314496236,16,4,True,True,False,0
703,5104581.048681846,1719578.2062315284,53,3385002.8424503175,3,2,True,False,True,6
699,4831302.78122296,1996046.0010668335,18,2835256.7801561262,10,4,True,True,False,3
726,5186676.039434148,1930611.1853683002,49,3256064.8540658476,27,4,False,False,True,5
682,5011204.648133712,2125532.334455515,23,2885672.313678197,38,3,False,False,False,1
709,4945484.474351914,1926132.9655447775,48,3019351.508807136,10,1,False,False,False,1
646,5139385.248220342,2068590.04014702,18,3070795.208073322,9,1,False,False,False,1
684,4682100.7899636235,1896368.7508302042,67,2785732.0391334193,25,4,True,False,True,1
739,5296899.955921168,1810264.3968836828,68,3486635.5590374856,13,3,False,False,False,1
667,5144810.515496633,1848078.558175425,54,3296731.957321208,12,4,False,True,False,5
707,4874639.592487979,2000858.994806783,52,2873780.5976811955,18,4,True,False,True,1
703,5358453.654518835,1849544.522902671,66,3508909.131616164,33,3,False,False,False,1
709,5086263.6025031395,2007291.203530636,47,3078972.398972504,12,2,True,False,True,1
698,4899753.734768723,1989578.5383617394,21,2910175.196406984,10,4,True,False,False,0
695,5074737.330816253,1997039.1145949299,52,3077698.2162213232,3,1,False,True,False,1
864,4960247.3300280515,1984136.580810833,60,2976110.7492172187,31,4,False,False,False,1
737,5058697.154559819,1934236.0885512177,31,3124461.0660086013,23,3,True,True,False,1
661,4714573.4923693165,2089397.5628308612,66,2625175.9295384553,32,3,False,False,False,1
666,5183463.071163549,2049022.6802169704,57,3134440.3909465787,39,0,False,False,False,1
733,4758986.154970457,1916453.617097208,39,2842532.5378732486,17,3,True,False,False,0
741,4675382.954530983,2134759.2782272245,27,2540623.6763037588,7,0,False,False,False,1
708,4905841.617288599,2044068.7585536032,18,2861772.8587349956,8,2,True,True,True,1
711,5120486.007967066,2159924.1517007235,28,2960561.8562663426,0,4,True,False,False,1
728,5096754.882357652,1934528.812612956,68,3162226.0697446964,32,0,False,False,False,1
652,4799626.936777701,1930857.2496740308,61,2868769.68710367,31,4,False,False,True,2
679,4761625.830535863,1934733.9534498358,41,2826891.8770860266,7,3,True,True,False,1
740,4954265.347403593,2094454.8989678214,20,2859810.448435772,28,3,True,False,False,1
817,4823505.215376727,1858283.2612290937,52,2965221.9541476336,6,0,False,False,False,1
700,5135055.976645168,2050250.3366441051,53,3084805.640001063,20,0,False,False,False,1
706,4959338.097058708,1825151.1705601837,48,3134186.926498524,14,3,True,False,True,1
724,5108119.172913407,2022086.3185681158,21,3086032.854345291,26,2,False,True,True,2
690,5033942.5865528425,2088187.9197391632,36,2945754.666813679,4,2,False,False,False,1
768,4962465.062858337,1939064.0353191162,64,3023401.0275392206,16,3,True,True,False,4
747,4965005.91142462,1862964.4821253775,53,3102041.429299243,24,1,False,True,True,2
683,4944445.8081668895,1894385.1461703978,38,3050060.6619964917,36,0,True,False,False,1
603,5070474.335030211,2058785.0328794913,35,3011689.30215072,33,4,False,True,False,1
698,4890414.867586121,2036692.4022493456,68,2853722.4653367754,4,3,True,False,False,0
760,4964640.209428543,2101149.7869855827,45,2863490.4224429606,32,4,False,False,False,1
725,5226592.924324296,1944613.9004627683,32,3281979.0238615284,35,4,True,False,True,1
802,5164260.639643517,1874118.4389042729,59,3290142.2007392445,4,3,False,False,True,2
649,4908000.2139199665,2052622.9828845414,19,2855377.2310354253,14,0,True,False,True,1
637,5075778.225555176,1857598.7552672108,54,3218179.470287965,19,1,True,False,False,1
619,5154180.662303913,1903720.7813630814,28,3250459.880940832,39,3,False,True,True,1
609,4739432.427565685,2064197.7816272655,40,2675234.645938419,2,2,True,False,False,1
587,4964445.9169440335,2182997.582511337,61,2781448.3344326965,17,4,False,True,True,2
774,4847207.715367208,1979692.3916098657,58,2867515.3237573425,25,4,True,False,True,1
725,4919274.3695552405,2116361.3539616643,29,2802913.0155935762,12,4,True,False,True,0
707,5090550.274033699,1993970.5308159126,20,3096579.743217787,38,2,False,False,True,2
685,5001213.786441154,1868335.4799824564,69,3132878.3064586977,26,2,False,False,False,1
714,5200557.686852475,1832450.3706469117,34,3368107.316205563,15,1,False,False,False,1
711,5052989.397404115,1877136.304876508,50,3175853.0925276065,4,1,True,True,True,2
657,4880124.764437292,2010661.8515323005,18,2869462.9129049913,3,2,True,True,False,1
735,4960918.655615237,1988040.7821676861,56,2972877.8734475505,17,0,False,False,False,1
713,5149444.532368995,2000442.8878885359,37,3149001.6444804594,22,1,False,True,False,1
678,5052398.532742888,2124869.7981478143,64,2927528.7345950734,22,2,False,False,True,1
637,5061933.265047663,2131412.9766673255,60,2930520.2883803374,29,4,False,False,False,4
705,4888798.678570866,2057532.6763321662,69,2831266.0022386992,17,4,True,False,True,0
660,5161297.596294266,2061749.337035687,58,3099548.2592585795,7,3,False,True,False,1
704,4975905.068243501,1936288.9971315018,31,3039616.071111999,30,1,True,False,False,1
679,4636974.459613642,1853456.4996114024,48,2783517.9600022393,15,0,False,True,False,1
712,4886335.084595098,2041763.6356764522,42,2844571.448918646,28,1,True,True,False,1
661,5139521.590339074,2086007.6992941115,20,3053513.891044962,10,3,False,False,False,1
763,5056634.37263554,2047403.5707570277,21,3009230.801878512,14,0,True,False,False,1
654,5048936.1546076955,2022199.4861714328,48,3026736.6684362628,17,4,True,False,False,0
753,5132372.945495778,1963703.7916604418,52,3168669.1538353357,5,1,True,True,False,0
711,5070651.181150437,1977893.1508967266,61,3092758.0302537107,7,2,True,False,True,1
767,4879514.59257731,2080295.1404322777,31,2799219.4521450326,4,4,True,False,True,1
653,4914119.722749128,2090648.153048336,66,2823471.569700792,37,0,True,True,False,1
729,4991256.222238708,2214984.0155566246,58,2776272.2066820837,25,1,False,True,False,1
731,5112063.401857988,2017154.2094718458,26,3094909.192386142,12,3,False,False,False,1
726,4935189.585360207,2066229.9686834207,37,2868959.616676786,5,1,True,True,True,1
633,4937074.055798452,2078112.9263983916,49,2858961.1294000605,18,2,False,True,False,1
649,5110397.058893983,2040196.4652181864,26,3070200.593675797,30,3,True,False,False,1
680,5147457.374805082,1792393.4776914823,44,3355063.8971135993,25,4,True,False,True,0
683,5016455.970621103,2010046.3747859534,20,3006409.59583515,26,1,False,False,False,1
704,5088643.40022406,1864595.4609599686,21,3224047.939264091,5,4,True,False,False,1
664,4771413.301261852,1959118.103598732,62,2812295.1976631195,31,4,True,True,False,1
590,4916676.999228838,2050124.1674409304,32,2866552.8317879075,10,4,False,False,True,1
687,5028751.925585498,1813431.98326932,50,3215319.942316178,23,3,False,False,True,1
726,4956731.355633771,2134796.4118478196,22,2821934.9437859515,1,3,True,False,False,1
732,5070113.094413517,1844596.6088684502,21,3225516.485545067,29,0,False,True,False,1
556,5319766.014945175,2079651.008662558,63,3240115.0062826164,31,3,False,False,False,1
700,5121598.216512061,1981652.9234950426,29,3139945.293017018,29,0,False,False,False,1
703,4830765.4121366935,1804947.0396502654,40,3025818.3724864284,31,1,False,False,False,1
727,5176620.030461313,2123324.0160716595,31,3053296.0143896537,10,3,False,True,True,1
657,5079464.207207826,1999274.1484888173,63,3080190.0587190087,36,2,False,False,True,1
646,4768473.233271712,1839138.1732388414,29,2929335.060032871,33,4,True,True,True,1
809,5157362.4016472865,2166882.411014856,34,2990479.9906324307,22,0,False,True,True,4
739,4786102.699059729,1928195.6066138258,42,2857907.0924459035,24,4,False,False,False,1
784,4815632.904328509,1918146.098649345,47,2897486.805679164,24,0,False,True,False,4
744,4999021.119383076,1934562.562363792,39,3064458.557019284,36,0,False,False,True,2
635,4966758.998493071,2082920.0187192997,64,2883838.979773771,14,4,True,True,False,1
633,5047285.126208931,1918473.28742404,43,3128811.838784891,2,4,False,True,False,1
683,5052758.428904116,2068866.8056971622,34,2983891.623206954,34,0,True,True,False,0
670,5150703.7432519235,1969300.7319173608,37,3181403.0113345627,4,0,True,False,True,1
758,5177567.483081084,2030338.2274308344,51,3147229.2556502493,10,1,True,False,False,6
684,5251813.585578003,2100401.284147214,58,3151412.301430789,3,0,False,False,False,1
659,5085956.405759955,1822743.601898991,50,3263212.803860964,0,4,True,False,False,1
811,5167005.968427254,2116113.7548165703,54,3050892.2136106836,20,0,False,False,True,1
696,4885487.631055755,1926143.9460475643,24,2959343.6850081906,23,0,False,False,False,2
636,4929708.8448257325,2063814.7106654022,39,2865894.1341603305,27,2,False,False,True,2
735,5112683.576984938,1965959.8249932828,49,3146723.7519916557,33,4,True,False,False,0
734,5328536.215210033,1891394.9522870313,31,3437141.2629230013,14,3,False,True,True,2
650,4833796.330869377,2056903.1709037148,25,2776893.159965662,36,4,True,False,False,1
712,4987007.068459581,1964991.3831360023,42,3022015.6853235783,27,2,False,False,False,1
771,5106666.930585284,2037012.1048250683,33,3069654.8257602155,23,1,False,True,False,4
743,4999112.955044787,1964783.4709520782,59,3034329.484092709,12,1,False,False,False,1
694,5240015.9699156545,2138412.1143466234,36,3101603.855569031,10,0,False,True,True,2
682,5036109.401509232,2183456.3848480023,58,2852653.0166612295,0,2,True,False,False,0
633,5105212.358110463,1791525.459674634,33,3313686.898435829,25,0,True,False,True,0
701,5337984.761794103,1877311.432898391,29,3460673.3288957123,24,0,True,True,False,0
573,4824618.767756406,2069420.630286251,56,2755198.137470155,11,0,True,True,False,1
726,5163382.679871588,2019015.3391624049,65,3144367.3407091834,0,4,True,True,False,0
643,4981293.166246986,1999012.6728444686,47,2982280.4934025174,23,4,False,True,False,1
708,5047142.813594697,1913566.9589348277,19,3133575.8546598693,29,0,False,False,True,1
817,4987362.891444945,2103500.862402217,49,2883862.029042728,20,2,False,False,True,2
648,4978513.6691056015,2006478.0051445956,62,2972035.663961006,29,1,False,False,True,1
654,5165035.863890463,2082003.2170878155,42,3083032.646802647,20,3,False,True,True,2
764,5088475.794246795,1878186.2203778212,42,3210289.573868973,16,0,False,False,True,1
709,4553008.08986092,1807143.3392098409,21,2745864.750651079,24,2,False,False,False,1
714,4917750.947513233,1973685.6018047254,36,2944065.3457085076,15,0,False,False,True,2
654,4944267.023789102,1933373.6979702911,65,3010893.325818811,2,3,False,False,False,1
769,4946241.8243796425,2072833.2983700698,21,2873408.5260095727,33,2,False,False,True,2
719,4996847.901874774,1923482.8274408702,60,3073365.074433904,30,0,False,False,False,1
688,4832751.942944423,1892508.2118035322,30,2940243.731140891,2,1,False,False,True,1
698,5360064.0448282305,2082858.227534198,56,3277205.8172940323,11,1,False,False,False,1
725,5015954.736292898,2142709.731308131,53,2873245.0049847667,24,4,False,True,False,1
662,5115536.584510237,1895662.083302711,40,3219874.501207526,4,1,True,True,False,1
681,4925476.034604836,2121556.48767569,23,2803919.546929146,28,0,True,False,True,1
665,5002593.852457779,2159254.7976930956,41,2843339.054764684,4,4,False,True,False,1
733,5034264.733668315,2050336.1183032878,61,2983928.6153650275,38,4,False,False,False,1
694,4843548.678048803,2055115.4960187424,50,2788433.1820300603,38,2,False,True,False,1
752,4850445.918262414,2044374.7955120914,29,2806071.1227503223,36,4,False,False,True,2
679,4759407.242467866,1999102.1769743105,58,2760305.0654935557,2,1,False,True,True,1
719,5044677.67560001,1775146.831021019,38,3269530.8445789907,15,3,False,False,False,1
756,5048696.709730446,2012177.536171519,28,3036519.173558927,21,0,False,False,False,1
706,4823539.992613589,1892150.1760567073,61,2931389.816556882,10,3,False,True,False,1
704,4838106.063946458,1953644.3003512025,55,2884461.763595255,38,4,False,True,False,1
707,4893262.667735169,2088278.794538065,46,2804983.873197104,39,2,True,True,False,0
737,5135737.007049585,2096029.6735762611,65,3039707.333473324,21,0,False,True,False,1
769,4979658.003606406,1939025.515933541,58,3040632.487672865,9,4,False,False,True,2
746,5118532.603495207,1942465.7227409107,20,3176066.8807542957,13,2,True,False,False,1
689,4720866.135123157,1923339.1127438126,45,2797527.0223793443,32,1,True,False,False,0
596,4994869.344796627,2055886.1078673252,37,2938983.2369293016,27,2,True,True,True,1
680,4967236.614401126,1978267.5506081781,43,2988969.063792948,35,1,False,True,False,1
686,5041326.772823653,2172606.4360359013,41,2868720.336787752,23,3,False,True,True,1
700,4913397.897411553,2069660.4686586373,69,2843737.428752916,33,4,True,True,True,1
731,5286197.074864397,2099321.0402946984,64,3186876.0345696984,19,3,False,False,False,1
628,4852916.00081142,1857649.3838727486,38,2995266.616938672,36,0,True,False,False,0
640,4742218.384432328,2012228.4392783006,47,2729989.945154027,36,1,False,True,False,1
587,4963372.677502889,2184646.564596699,21,2778726.11290619,12,2,True,False,False,0
708,4765622.598485867,2153353.5954960645,53,2612269.002989802,10,2,False,False,False,1
751,4992343.263552981,2069179.8244906769,57,2923163.439062305,18,3,False,False,False,1
783,4897539.570731991,1994287.518899049,27,2903252.0518329423,16,4,True,False,True,1
726,5220379.394962979,2074314.3566969363,27,3146065.0382660422,33,3,False,False,False,1
690,5049979.818659565,2103773.9693699144,59,2946205.849289651,26,0,True,True,False,0
791,4972073.892326424,1945974.5078992404,41,3026099.3844271833,37,0,False,True,True,4
627,4814393.016062719,1959188.7067408387,21,2855204.3093218803,30,3,False,False,False,1
650,4964405.578172831,1895101.9181752705,64,3069303.65999756,13,4,False,False,False,1
673,4976931.000337823,2022460.5361372514,44,2954470.464200572,14,4,True,True,False,1
714,4976249.405388253,1918215.2859311502,68,3058034.1194571024,7,1,True,False,False,4
618,5138203.367601258,2066731.4040119047,62,3071471.963589353,6,1,False,False,False,1
717,5016562.669136839,2047869.3519464366,21,2968693.317190402,14,2,True,False,False,0
653,5105320.167099781,2000300.021982192,49,3105020.1451175893,39,3,False,False,False,1
759,4659531.3164388845,2019371.6953447298,27,2640159.6210941547,29,2,False,False,True,1
616,4851020.354128499,2086276.5424665308,28,2764743.811661968,26,3,False,True,False,6
659,5198993.337689131,2056654.7149868316,45,3142338.6227022987,11,4,True,False,False,0
657,4686699.350021366,2165041.507008039,63,2521657.843013327,30,1,False,False,True,1
823,5138223.592846351,1925057.8951798275,25,3213165.697666523,37,1,False,True,False,4
715,4926059.480960155,1955225.660293096,57,2970833.820667059,25,4,True,False,True,1
628,5118563.943381221,1898436.6723168741,39,3220127.2710643467,15,4,False,False,False,1
731,5239136.796930116,2068406.6145132382,51,3170730.1824168777,13,4,False,False,False,5
812,4914715.240952922,1982368.2584951904,62,2932346.982457732,39,0,False,True,False,4
733,5173446.035997299,1822310.4860324175,52,3351135.549964881,32,2,False,False,False,1
748,4736380.997149348,2073196.2528313082,52,2663184.74431804,27,4,True,False,True,1
657,5052615.412886972,2110325.082524725,42,2942290.330362247,31,0,False,False,True,2
668,5137931.097554427,1899331.1422192303,51,3238599.955335196,34,1,False,True,True,1
751,5327748.94526636,1853026.407332071,23,3474722.5379342893,13,1,False,True,True,2
792,5070037.657055916,2073795.4318344342,58,2996242.225221482,20,0,True,False,False,0
660,5004982.47760056,1959897.5472269754,54,3045084.930373584,29,4,False,False,False,1
670,4860457.532644427,1987244.6794499308,18,2873212.8531944966,7,1,False,False,True,1
749,4834217.605568251,2098856.894381983,29,2735360.7111862674,12,1,False,False,False,1
613,5085485.66422552,2005921.574168137,52,3079564.0900573824,36,0,False,True,True,1
727,5411282.746713024,2037884.3999105184,23,3373398.346802505,20,3,False,False,False,1
652,4870326.288063863,2096609.5312156514,34,2773716.756848212,22,0,False,False,False,1
755,4831926.977547629,2199647.3760629524,26,2632279.6014846764,31,2,True,False,True,1
713,5163604.172616012,2010960.7147031156,19,3152643.4579128968,4,0,False,False,False,1
648,4725119.852054306,1944493.1143553425,35,2780626.737698964,1,0,False,True,True,2
663,5186350.401138301,2125279.252644875,66,3061071.148493426,14,2,False,False,True,1
681,5158441.8890234595,2009629.7675348807,53,3148812.1214885786,7,3,True,False,False,1
750,4726211.7225776,2148136.775422285,45,2578074.947155315,7,2,False,False,True,1
789,4984197.686723511,2095713.719201003,58,2888483.9675225075,24,4,True,False,False,1
712,5093956.565825885,2031837.916088245,54,3062118.6497376403,30,4,True,False,False,1
693,5230062.329229618,2140452.250189988,66,3089610.0790396305,37,4,True,False,True,0
739,5057299.164953289,1889280.1700396892,43,3168018.9949135995,24,2,False,False,False,1
722,4943169.859817212,1815324.536125502,21,3127845.3236917104,23,4,True,True,False,1
560,5065217.443780894,2010546.9249621818,57,3054670.518818713,29,3,True,True,True,1
716,5160789.466254855,2007567.5357991308,53,3153221.930455724,29,2,True,False,True,0
641,4703632.168158721,1890490.0702465377,68,2813142.0979121835,23,1,True,True,False,1
662,5068079.243169565,2185705.198113568,48,2882374.0450559966,4,3,False,True,True,1
616,5142003.83828099,2138652.644596647,47,3003351.193684343,32,1,False,True,True,1
588,5305900.614715998,1913954.203929441,67,3391946.410786557,16,1,False,False,False,1
620,5122318.126825958,1929846.462433698,51,3192471.66439226,10,3,False,True,False,1
591,4661645.8798737675,2039424.4448573396,36,2622221.435016428,19,2,True,False,True,1
732,5030685.609940379,2056867.9184887882,35,2973817.6914515905,22,3,False,False,False,1
688,5206842.973098666,1986405.044446105,47,3220437.9286525613,28,2,True,True,False,1
635,5069274.694979843,2089186.3128215913,38,2980088.3821582515,14,2,False,False,False,1
778,5099689.970414228,2057128.9324188046,20,3042561.037995423,36,1,False,False,False,1
695,4977954.746349595,1909109.8061584586,23,3068844.9401911357,37,1,True,False,True,5
717,5141443.26985273,2120462.7643450433,55,3020980.505507687,37,1,True,True,True,0
622,5047169.838453452,2010852.5524001282,30,3036317.286053324,4,0,True,True,True,0
812,5078476.860137968,1975789.2524367254,62,3102687.607701243,36,2,True,False,False,1
696,4948308.228879382,2047455.6311568879,20,2900852.597722494,21,0,True,False,False,0
650,4858130.097604763,1810075.7667034916,65,3048054.330901271,29,3,False,False,False,1
674,5112290.363560677,2107314.7577019418,45,3004975.605858735,35,2,False,True,True,1
728,5205090.537303567,1906198.3354279562,39,3298892.2018756107,13,0,False,False,False,1
634,4887225.0239536995,1969324.5309491863,57,2917900.493004513,3,3,False,True,False,1
665,4803579.435320395,2079518.45697048,57,2724060.978349915,38,1,False,False,False,1
688,5193138.674828688,1875051.936994679,29,3318086.7378340084,37,1,False,False,False,1
655,4903311.495307714,1891951.8434772745,40,3011359.6518304395,25,2,True,False,False,0
682,4927139.742068792,1955506.2633194178,48,2971633.478749374,10,2,True,True,False,0
740,5412080.182055211,2003811.3104721205,35,3408268.87158309,24,0,False,True,False,1
713,4767401.291849191,2035945.1499343337,24,2731456.1419148576,12,3,False,False,True,1
773,4738294.037881712,2124602.130196815,25,2613691.9076848975,25,1,False,False,False,1
740,4747263.831314265,1939158.3113615075,36,2808105.5199527573,32,4,False,False,True,2
730,4834012.9393535685,2070688.2067408867,46,2763324.7326126816,9,3,False,True,False,1
737,4996373.225695467,1959046.434953938,61,3037326.7907415284,35,0,True,False,False,0
650,4995036.0439235475,1952912.6043220635,37,3042123.4396014838,13,2,False,False,True,2
